Date,BA,JNJ,JPM,NVDA,PG,WMT,XOM,AAPL,AMZN,GOOGL,META,MSFT,TSLA
2023-01-12,209.5800018310547,159.0685056858086,130.98493625361905,16.084794083982377,140.63497023241868,47.146320536164936,100.859848310704,131.89027740511193,96.93000030517578,90.8533764264124,132.62242164142668,229.76651770584309,122.55999755859376
2023-01-13,212.0,158.09176825465542,126.86826726797466,16.26262570419307,138.69743160698994,46.86294163917373,102.0234062049908,130.0677644513709,94.18000030517578,90.22768590186172,134.143037322462,231.4659053791777,116.5500030517578
2023-01-17,212.7100067138672,158.8311657844054,132.07959887288578,16.883044257913486,139.7913355988817,46.78566806206638,102.29398582953264,132.82614355724837,98.68000030517578,91.42939508883155,135.34562291168555,232.41324073937315,125.6999969482422
2023-01-18,212.8999938964844,156.6859884938604,129.97450064052944,17.650315114393536,138.74377944962896,46.434667286103824,102.15870678246792,134.78658853017248,97.25,91.50885948679696,134.97788548282642,235.9291902032741,136.55999755859375
2023-01-19,206.7700042724609,154.2944278597546,126.60631602158657,17.019910464206095,133.69062694556703,45.52979213988196,99.2813641582014,132.08732673527206,94.73999786376952,90.09858641353044,131.67824728044906,228.321104910501,127.26000213623048
2023-01-20,207.47000122070312,155.2711329213633,126.45660989560048,16.994932235706603,132.76706397711743,44.88898932491275,100.44492972235062,133.26946486486585,93.86000061035156,94.44858263717902,135.05740878002345,229.37587644436223,128.67999267578125
2023-01-23,208.3600006103516,154.35831420022683,126.41917731287732,18.04693805618541,133.73726504557058,45.23032276410887,102.50144596126776,136.06723455139834,97.55999755859376,97.27906024097814,138.4365709823822,235.4701515912836,135.8699951171875
2023-01-24,205.0,154.28528671750175,127.63546381108138,18.80922284818213,131.24644277729482,47.19139869723043,98.4605801741591,138.22472018745663,96.93000030517578,97.42803093472394,140.8218723657911,236.83747939221803,143.0
2023-01-25,205.8000030517578,152.59658768619815,129.16049889971734,18.895139684298528,130.96663847455451,45.803511355872246,102.13166047866392,138.7960933961296,92.55999755859376,94.91535002569492,140.35475813154815,229.00474220423703,141.91000366210938
2023-01-26,213.47999572753903,154.76907698585583,130.4423099880158,19.682394047297027,132.21669921848013,46.05790777879773,103.47558910054062,141.04221286895242,98.23999786376952,95.83899512609038,143.51528066081548,237.96061466071723,159.97000122070312
2023-01-27,211.32000732421875,153.84715131124287,131.5556519229611,19.443619026904443,131.60099059187044,45.9194442345977,105.48701357338352,141.03234821855804,99.52999877929688,96.6434366363265,147.33173213713678,243.1759314324478,162.42999267578125
2023-01-30,209.19000244140625,153.29033697894948,130.2645268428913,19.931159638223047,131.498365700392,45.76487346805967,103.80931732261888,142.8056023172103,101.08999633789062,96.8122724074247,148.49458926486747,238.80051357034336,178.0500030517578
2023-01-31,210.1499938964844,147.60345128240763,130.87267477240275,19.151894998761787,131.7502417710508,45.82927567037857,101.11240697443884,140.57915761528193,101.16000366210938,96.20646430337597,147.04352665453882,237.765276343828,164.57000732421875
2023-02-01,212.1100006103516,148.78096832666682,129.31020610183094,19.672401413641385,132.54318016532656,46.260774659401726,104.47679547260996,141.83030751885846,102.52999877929688,98.03384603535108,147.12302872377973,242.209029774048,173.88999938964844
2023-02-02,215.1499938964844,148.79009439636295,130.98496612843212,20.98016380231964,132.6271514892578,46.502285755414846,103.59285386911864,146.68704352311798,110.25,105.07528520126132,182.2564583068814,252.7764151835844,187.3300018310547
2023-02-03,207.7100067138672,151.55595697331293,129.2821265682164,20.980162670620693,133.1962003247552,46.16417201248536,100.93200607338592,145.8299825944814,105.26000213623048,102.22494486291488,182.3458967715445,253.4795673448407,183.9499969482422
2023-02-06,205.19000244140625,150.20500533522855,131.2001333102566,20.78635237038477,132.4778690649974,45.66827313734228,101.34690333942493,150.3025182240104,102.93000030517578,101.69857720610024,185.38713496478644,251.4286144032397,193.00999450683597
2023-02-07,208.0399932861328,147.51214280864497,132.27611536048437,21.36180807026756,130.57484376411924,45.00814003596968,101.3739723803911,148.40119485902974,101.16999816894533,102.51296500106884,184.4429519039574,254.44644293620124,196.42999267578125
