Price,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,BA,JNJ,JPM,NVDA,PG,WMT,XOM,BA,JNJ,JPM,NVDA,PG,WMT,XOM,BA,JNJ,JPM,NVDA,PG,WMT,XOM,BA,JNJ,JPM,NVDA,PG,WMT,XOM,BA,JNJ,JPM,NVDA,PG,WMT,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13,223.89999389648438,150.10418701171875,152.3702850341797,26.52509880065918,143.1895294189453,46.11867141723633,61.276275634765625,226.88999938964844,151.58068326822527,153.8013338094661,28.426520414405754,144.23887167396356,46.18524788275826,62.1004685360437,220.0500030517578,149.8373617851086,152.06234150311718,26.448241820891543,142.7281870944935,45.37047530170863,60.9986543652541,222.25,150.31766076499196,152.46991544955668,28.32571023755515,144.11222787098822,45.471925499470174,61.7013883748092,17628000,6159400,13623400,540171000,6551000,24252600,21043200
2022-01-14,225.9600067138672,149.28590393066406,143.00511169433594,26.891408920288086,144.56454467773438,45.98868179321289,62.35207748413086,226.1999969482422,150.0063592473626,145.84909145982235,27.14593115848473,145.17968164626078,46.48642336931106,62.594995320710616,220.25,148.67217871362865,142.108437765175,26.160783087768532,142.52918875198483,45.72237595465728,61.2502630723396,222.16000366210938,149.98857994540958,145.6045415118175,26.25061424198298,142.99054492916483,45.72237595465728,61.293644094163675,8053500,5847700,40158400,395832000,10708000,26867400,23012900
2022-01-18,225.00999450683594,148.62770080566406,137.0091552734375,25.854360580444336,141.77838134765625,45.18342590332031,63.401824951171875,229.6699981689453,149.1791576902391,141.0939739434792,26.587981045117512,143.40666901470058,45.87455491640067,64.09587487535869,224.25999450683594,147.65818607467324,136.34796544232597,25.72161089962872,141.15420325836072,45.05978234201418,62.47352813057403,224.5,148.62770080566406,141.0939739434792,26.210690574821797,143.40666901470058,45.782614088117604,63.17625558177963,8930700,7815600,32324800,424270000,10988400,21123900,32841200
2022-01-19,217.0800018310547,148.16517639160156,134.88978576660156,25.019927978515625,146.54562377929688,45.633609771728516,63.42784118652344,225.4199981689453,150.06860647660514,137.87868475654378,26.49315614018337,148.52670571666764,45.9664957246158,64.0785166138624,216.94000244140625,147.9339233507638,134.5456192353533,25.00495675510724,141.99547372546255,44.99320585739369,62.94200565219442,225.10000610351562,148.71663325851398,137.2809160147825,26.03002865451013,142.57441884752674,45.18976425330895,63.983083688331675,9382800,5926500,22380000,488315000,14088300,22674000,26431600
2022-01-20,214.19000244140625,146.98219299316406,133.73948669433594,24.10464859008789,147.33688354492188,44.77128219604492,63.56666564941406,221.9499969482422,149.30366720449823,136.41137527501465,25.530965939014035,149.45598976986977,45.7984645117979,64.52099516214933,213.4199981689453,146.6975613545102,133.46776616640858,24.032783295530688,145.62704366539825,44.7237280974893,62.6904272699237,217.3800048828125,148.7966721876399,134.9441037725991,25.256482739354098,145.62704366539825,45.12952887686284,62.89864160951389,7636800,6011300,14860800,435181000,10799100,22387200,26774600
2022-01-21,205.44000244140625,146.64418029785156,131.40274047851562,23.330108642578125,147.90074157714844,44.44473648071289,62.61233901977539,213.7899932861328,149.4192841836779,133.60364820466944,24.77638710347708,150.3836505767504,45.10099172223963,63.48858396599698,204.57000732421875,146.2884043603779,130.6691045697977,23.219317018447754,147.42781842474875,44.40352438152779,61.63199021947758,213.7899932861328,147.81826532108232,133.59459591923107,23.46285831524654,148.24635100808223,44.77128041617876,63.48858396599698,11548500,10550300,20705400,718958000,10900400,27508200,35995200
2022-01-24,204.1999969482422,144.9542236328125,131.2849884033203,23.32811164855957,146.7002410888672,44.44791793823242,63.15023422241211,204.8000030517578,146.0215650127676,131.76502210500166,23.33609604736274,149.2649869539648,44.552539152400506,63.40182957218438,192.50999450683594,140.76489209081078,126.41219164395159,20.848776866077028,144.35376320006026,43.531695006608935,60.564880360522174,199.85000610351562,145.8703595613723,128.8667015042041,22.28806850565007,148.63743876679135,44.08967118735953,61.493177248778494,13796500,14054600,28471400,913982000,14838100,28699200,41507000
2022-01-25,204.10000610351562,149.09912109375,132.71603393554688,22.28207778930664,145.09954833984375,43.48095703125,65.00682830810547,205.6300048828125,149.79289386151115,133.0058728985882,22.8999167724202,146.7002543246302,44.50180087492686,65.27577209544513,197.5500030517578,143.71792374628106,127.51716155332298,21.958686813841695,143.5989003567766,43.373164849496426,61.93563878736652,200.10000610351562,144.4116965140422,130.10753854930456,22.50366102354194,145.9271848317349,44.381328327127214,62.97671706398361,8824500,14081200,18915900,664616000,9369600,29479500,39278400
2022-01-26,194.27000427246094,149.7661895751953,133.9749755859375,22.729238510131836,143.83534240722656,43.03711700439453,64.34748077392578,206.2100067138672,150.5133272823747,136.3751575510209,24.011825408045205,145.12682597019602,44.00089388042727,65.93513090938642,191.9199981689453,147.85385634441064,132.19976053325192,22.25812470136362,142.2255606452041,42.850067976036996,63.757534601028574,206.2100067138672,149.01903829603216,134.69955908143967,23.196360119400378,143.09866026567929,43.541196992831786,65.44061769232661,19974400,9963200,20709100,755959000,10707100,26185500,35252400
2022-01-27,189.75,151.73190307617188,131.61106872558594,21.902795791625977,144.7266845703125,43.065650939941406,65.17166137695312,199.7100067138672,152.90598847202054,136.20310708218912,23.949945203903958,146.74574701331952,44.09283696301093,65.9437957849288,188.63999938964844,150.31767495370661,130.54231846918796,21.63429989022851,144.22646389701407,42.91664663505775,64.19130604036722,196.3800048828125,150.66456135302803,135.3336038703069,23.52374694006863,144.36288140897202,43.408046280964584,65.4666310972973,12670100,9066700,17536800,573353000,9083000,27759000,29174700
2022-01-28,190.57000732421875,152.7991943359375,132.7884979248047,22.797109603881836,145.97267150878906,43.5982666015625,65.31047058105469,190.72000122070312,152.8436697205439,132.92435130540036,22.815075451930607,146.3819379057094,43.614117969072566,65.60544692886151,183.77000427246094,150.58446404554658,128.76707201577858,21.25600841056538,143.08050935139235,42.466462997503776,64.15660438992326,188.77999877929688,151.9720091845823,130.59664252273646,21.970663459736492,144.2537415395868,43.11637632170739,65.04152681432998,10966700,9783100,14117000,543774000,9494200,25131900,30595700
2022-01-31,200.24000549316406,153.2439422607422,134.5908966064453,24.440021514892578,145.92718505859375,44.32426834106445,65.90042114257812,200.33999633789062,153.53746355341585,134.7629729469696,24.462979042497025,146.1090796814195,44.39718680676858,66.29950136581822,190.0,151.93645806171764,131.03138604212006,23.008714190792233,144.49019394623113,43.3382980671123,64.43423006881568,190.72999572753906,152.5412799457843,131.90994141655815,23.138469245849574,144.92675769421712,43.46194163327465,65.04153124080085,15504600,8054800,13985700,564680000,8950100,20193600,36085500
2022-02-01,208.33999633789062,151.9898223876953,136.9004669189453,24.59173583984375,145.2814483642578,44.673004150390625,70.1254653930664,208.88999938964844,152.96821312002666,137.1903058463159,25.097783776901416,146.70024576605775,44.749089984409785,70.71541141295575,200.5,150.70010392146628,134.31915634591948,23.845139319795777,143.4533707385262,44.06430296565636,66.1693540636266,202.47999572753906,152.7547529605279,134.67238890097693,25.05686040019819,146.2363985463136,44.134046801780066,66.32551644003887,12265100,8154700,14584900,518925000,6284100,20323200,61033100
2022-02-02,207.52000427246094,153.6708984375,135.8045654296875,25.19460105895996,147.88258361816406,44.65398025512695,69.94329071044922,208.38999938964844,153.86657931037584,136.7102914748952,25.768520179599825,148.10085160445126,44.904434741238624,70.10812402621806,203.2100067138672,150.8957940457994,134.11086214763958,24.50689378433657,145.03588502386572,44.43205750227689,68.66796549063318,205.42999267578125,150.8957940457994,136.31176980375858,25.745564557034434,145.6452396150334,44.70153435327801,69.45744843398657,7843700,7382800,12441100,543419000,7558800,18149700,30299300
2022-02-03,206.38999938964844,153.66201782226562,134.6814422607422,23.903030395507812,149.283203125,44.698368072509766,69.1277847290039,209.10000610351562,154.42694855459308,137.35333097498565,25.02991006972771,150.04716891274137,45.01540268327119,69.67434991910609,204.25999450683594,152.1321563576107,134.31009131468738,23.735346596985227,146.99129188410487,44.31158962065215,68.55518695164562,206.05999755859375,153.21729096793538,135.8588887270999,24.412072945866115,147.31870777566132,44.46693592685906,69.48348399332001,7054700,6240400,12474900,410178000,10474500,20741100,28529400
2022-02-04,206.4499969482422,152.65692138671875,138.1775665283203,24.27333641052246,146.90943908691406,44.172088623046875,70.628662109375,208.25,153.85767556951404,139.0289512422871,24.58874304148343,149.60152680630964,44.701532939937366,71.60033331853381,203.10000610351562,151.313837802694,134.7448708163571,23.58762611760375,146.8003050839895,43.86139968139602,70.16017493966756,205.0,152.09656129155692,135.0437620768103,23.926987851249987,148.3646238883718,44.66665921010018,70.16017493966756,5952600,6392200,16654400,354829000,8959900,22036500,32197500
2022-02-07,211.9199981689453,152.1499481201172,138.6394805908203,24.681562423706055,145.80899047851562,43.73775863647461,71.4788818359375,214.3699951171875,152.7547836950195,139.13761881712205,25.134708397846477,147.5733839398172,44.40669428294022,72.07750549586171,205.4199981689453,151.21601901845102,136.62876783572545,24.156549256385894,145.21781548848122,43.626795443120315,69.9606387950399,205.7899932861328,152.46126234466806,138.82062302041015,24.326230079191646,147.21868449686573,44.40352691216471,70.39442252101064,11816900,6065700,12572300,376868000,6430500,20010300,34949200
2022-02-08,213.27000427246094,152.55018615722656,141.24798583984375,25.060850143432617,145.48155212402344,43.747257232666016,69.6309585571289,213.8699951171875,153.03049871446964,143.5394718209018,25.18262078390115,146.672977918621,44.14354855283374,71.57430760109543,209.69000244140625,151.63405001032004,140.2064063285569,23.93496812631072,145.1995994861252,43.595081975249855,69.33598221118878,212.67999267578125,152.11436256756312,140.3875487887437,24.313256122719576,146.536546536863,43.85187840241669,71.37476419481118,7356200,6296100,20411400,410359000,5048700,19458900,34356300
2022-02-09,215.86000061035156,152.5323944091797,141.83670043945312,26.65485382080078,145.1541290283203,43.652164459228516,69.29764556884766,217.0399932861328,153.19948457270206,142.58844087515521,26.67481672211375,146.09998939091955,44.00089818663095,70.20114544662057,213.3000030517578,152.31892067093824,141.13023524858244,25.305393294577186,144.85399665656197,43.58241698811891,69.0432610035457,214.91000366210938,153.0482790976084,141.827634334261,25.573887273298517,145.84533414415552,43.90896097700145,69.80641469945158,7587700,5387500,9131100,524282000,8077400,21473700,40106100
2022-02-10,218.75,150.69122314453125,141.24798583984375,25.775508880615234,142.9440460205078,43.1417350769043,68.63096618652344,223.22999572753906,152.29224229495523,144.03762395162832,26.874441331249937,145.06315203849056,43.43657265114116,69.89411497950708,213.6999969482422,150.58449305849783,140.5868096410343,25.551930467088578,142.47110897450992,42.94517306593474,68.23623553491193,213.7100067138672,152.28335264511392,141.8910574668332,25.946189220246694,144.69025910072935,43.29073936338212,69.05201801498191,11695900,10355300,16455600,513200000,7033000,27810600,28527700
2022-02-11,212.3000030517578,149.1702423095703,139.4093475341797,23.904029846191406,142.14369201660156,42.90395736694336,70.3590316772461,221.4199981689453,151.34049730147566,143.27680151464654,26.10289424544427,144.22642465021826,43.490465095629276,70.45552259504416,210.27000427246094,149.01902328151144,138.54891057803744,23.728361635023283,141.49796413215358,42.5361977374683,68.62220854166647,217.8699951171875,150.42436134455323,140.94002672135727,25.867337326872903,143.70801049050542,43.37633454834479,68.96431027117133,11443700,13125300,16830000,605472000,9341400,23733300,42002100
2022-02-14,210.0399932861328,147.2935028076172,138.1141815185547,24.221431732177734,142.55299377441406,42.466468811035156,69.28011322021484,215.6300048828125,149.40150322779402,139.19198399625287,24.828289834461444,142.8440223906728,43.1037018540951,70.03448658761054,208.75999450683594,145.70137346631574,136.14875748941017,23.71039212787544,139.47892335122478,42.073348312306685,67.58714495009019,213.0,149.1702502071953,138.33154694316696,23.88905685535075,142.0072960371328,42.903972419238634,69.80642317782788,6481400,8967600,17026500,440424000,9472200,29363400,34652800
2022-02-15,217.72999572753906,148.81448364257812,140.1339569091797,26.445249557495117,142.62574768066406,42.599609375,68.41165924072266,219.5399932861328,149.51715960576797,141.2389439641325,26.495154907933625,144.8994650161344,43.011748494932846,68.5871002637596,213.69000244140625,147.65819121711584,139.34597954813222,24.73746196505149,141.980005851216,42.41573136331536,67.03447899873872,214.83999633789062,147.76493488093337,139.94374832877952,24.902151144512242,143.48975749260893,42.71691092776684,67.45553076163662,10448500,6631400,9500000,699869000,6659200,21824400,25075100
2022-02-16,218.92999267578125,148.72555541992188,140.3875274658203,26.461219787597656,143.7080535888672,42.33330535888672,68.72744750976562,219.67999267578125,149.2859020079225,141.3838315759485,26.532087521274008,144.40836255094166,42.76129952711008,69.93796716507924,215.27999877929688,147.3913749033716,139.24631770172218,25.504020874216884,142.12555489550226,42.07017048799648,68.45552228511556,216.10000610351562,148.08514768621885,139.24631770172218,26.20969406635335,142.6348654578575,42.58693448891531,69.11341107434572,5698900,8482400,9076500,732676000,9315700,28490700,21733800
2022-02-17,213.5800018310547,147.81829833984375,137.15408325195312,24.460983276367188,145.354248046875,44.02942657470703,68.62220764160156,218.5800018310547,148.93900500800632,139.23725584191646,25.73658345917886,145.86355864822136,44.21647923528838,69.40290200816956,212.6699981689453,146.68868844946726,136.46573645869415,24.119626392630053,143.10781359776482,42.41256537771506,68.37659014072365,218.47000122070312,148.7255448266335,138.57607972337283,25.58187381668559,144.04458428474257,42.48231284351955,68.84150396237668,6176600,6227600,11367500,810595000,7925500,53831400,23738800
2022-02-18,209.02999877929688,146.23388671875,137.79714965820312,23.597604751586914,145.42697143554688,43.747257232666016,67.85904693603516,214.72999572753906,148.02421343486637,139.6086016131264,24.939080822959642,146.48197972744163,44.25450809071988,68.56956479944029,208.60000610351562,145.85791974745862,136.88237139626827,23.056622713383796,144.44473764948853,43.484122437363716,67.44676882533128,212.55999755859375,147.68404698788945,137.7880973737299,24.621677178101823,145.06318217238976,43.78213095591624,67.68361257472759,6973600,6423200,11733300,761255000,8063200,31103400,23394800
2022-02-22,198.74000549316406,144.24658203125,137.5526123046875,23.34607696533203,143.63528442382812,43.259037017822266,67.06958770751953,206.89999389648438,146.57401156527672,138.7934664046346,24.018811095215657,146.31828234734843,43.8265260647545,69.99061638327684,197.82000732421875,143.6199705902751,136.2302599964942,22.95680992793337,142.48024585196939,43.09734873502905,66.06082326693272,205.0,146.42183547669032,136.4023501591332,22.991744051609302,145.61797342686654,43.67751814880438,69.88535173727371,10382100,6868900,11333500,633422000,8179500,25380900,35947800
2022-02-23,196.4199981689453,144.3181915283203,134.67239379882812,22.344961166381836,141.84359741210938,42.81520080566406,67.34151458740234,203.25,145.58932145118374,138.8477909836843,24.10964279655183,144.2446425164516,43.49364955878818,67.95554833153993,195.91000366210938,143.98698556266777,134.02027000880815,22.2591241179569,141.516181539805,42.7486243301254,66.78011651369498,201.1300048828125,144.57778280913632,138.6847531260387,23.75730501487608,143.97179364325288,43.38902834632862,67.06958927768585,7326300,8016900,11799000,566511000,6273000,21030900,25385000
2022-02-24,198.42999267578125,141.5610809326172,130.9226837158203,23.70340347290039,138.0237579345703,42.65033721923828,66.49064636230469,198.86000061035156,143.3424602785222,131.32120532947806,23.755305869212535,141.86179462442854,42.8025125105987,69.32395104601174,186.8800048828125,139.39478804041374,126.6023672336207,20.85077063095115,136.93237618508732,41.85141603255978,64.9380246815429,189.2899932861328,143.02914775456927,129.46446444054394,20.97553589686879,141.5525723396482,42.45377520030703,69.29763655860773,12207600,12883400,25655100,735801000,13145100,31717500,46199900
2022-02-25,201.47999572753906,148.5970916748047,134.02029418945312,24.11163902282715,143.917236328125,43.23684310913086,68.28009796142578,204.07000732421875,149.48330816291468,135.97666591249188,24.171525825370416,144.55387448998027,43.363657660396534,68.41167708993596,199.10000610351562,142.9575607649637,131.24877449195674,23.337097078130533,138.4694038822161,42.51084041545891,66.89415032597701,201.08999633789062,143.22611245764307,131.55671805383773,23.67645879882094,138.54216451180972,42.739105156479134,67.2713402584302,8730300,11340400,18367700,528866000,8888800,24997800,28310300
2022-02-28,205.33999633789062,147.31700134277344,128.43194580078125,24.339210510253906,141.7799530029297,42.850067138671875,68.78885650634766,207.30999755859375,147.86303773370688,131.3846074989617,24.61868541660264,142.96228908801228,43.138566358868765,69.2362227979345,196.75,145.3565919228132,127.59867956363121,23.662484149159184,139.89732179565453,42.40939262523306,66.84150444079586,198.5800018310547,145.79521311016697,130.01696625433746,23.946948828939572,142.14374231633693,42.799342040924564,67.1134363827835,9859300,9373500,31315300,477319000,8669200,26286600,32204600
2022-03-01,194.91000366210938,146.8067626953125,123.58631134033203,23.43291473388672,139.4334716796875,43.11320114135742,69.44676208496094,203.5,147.4781350856874,127.23638605618756,24.331226258379807,141.3342964780086,43.71556025392176,70.7449993388583,192.92999267578125,145.3834565059032,120.98688211328333,23.088563252009074,138.55126804072077,42.805679587961805,68.709929608279,203.11000061035156,145.94740002562588,126.83786440041379,24.24538730545337,140.34295882273176,43.07515641496636,69.0958866088487,11799500,8737800,36840400,412056000,8311900,24024900,40002300
2022-03-02,197.80999755859375,148.6328887939453,126.14952850341797,24.17863655090332,139.86997985839844,43.1671028137207,70.63972473144531,199.85000610351562,150.0562086348653,126.83787535539103,24.367314859416226,141.04322569409908,43.37951622460077,72.0607671978232,194.63999938964844,146.84256242916632,123.73124150550404,23.375012924275463,138.78770213858124,42.85641382362928,70.01692402801825,196.27000427246094,147.17378209484264,124.34712861196152,23.715430170569824,139.11511796742,43.00858913351454,70.7011274291806,7463400,6793300,19405600,389642000,6111300,23863800,44321400
2022-03-03,188.85000610351562,150.81707763671875,125.25283813476562,23.673505783081055,140.38841247558594,44.15940856933594,71.08710479736328,198.5,151.5869184611972,127.68924320189471,24.284460221433296,141.75264296198603,44.53350660398093,71.72744638422097,188.7100067138672,148.88353569121213,124.1387990629064,23.428923316488405,139.85181848157606,43.290739944131026,69.85027018531146,197.94000244140625,149.22368838637345,126.65671615035363,24.220568428714543,139.85181848157606,43.525343058438224,70.05202576963242,12424500,7333700,16640800,365095000,7451200,29885100,30196600
2022-03-04,180.83999633789062,151.7122039794922,121.72958374023438,22.896833419799805,141.09780883789062,45.278526306152344,73.76249694824219,188.32000732421875,152.0523702513107,122.65342824275395,23.63956238620593,141.28880720893923,45.31657103048742,73.92916427033448,178.97000122070312,149.3579348482536,119.9181315189792,22.4436082353797,138.7422409017539,43.6204497087819,70.75375827184621,187.3699951171875,150.06510752697426,122.21868357933212,23.34406833240123,139.2606412614517,43.690197160681336,71.09585994911548,13084000,6302500,21016000,431415000,8639100,35576400,42802200
2022-03-07,169.1699981689453,154.15603637695312,117.02887725830078,21.31553840637207,139.00599670410156,44.913944244384766,76.4203872680664,182.72000122070312,154.97062437959997,120.18080026500294,22.99366957519838,140.53394215693623,45.53532940548759,76.51687818838057,169.05999755859375,149.81449007782163,116.79337962370448,21.29357661355549,137.45987150227995,44.527165832192374,73.5958494749999,181.02999877929688,150.65594553861035,119.70981881609407,22.778036910806225,140.5066586557848,44.796642684002116,74.49057555417602,12847500,11663400,27560100,450821000,8374500,45870000,55207900
2022-03-08,173.8000030517578,151.0319366455078,116.20465850830078,21.47726058959961,133.50360107421875,43.98503494262695,76.99931335449219,180.82000732421875,154.9706492735688,119.36563367382159,22.33479293322112,139.10604476340765,45.16439600640251,80.27121699185673,167.5800018310547,150.84394636294238,115.27175484394887,20.6147357181617,133.3126165607642,43.93430985261977,74.93792953804463,169.72999572753906,154.00387137560332,117.4183281352932,21.27261074323102,138.4057358328412,44.860045466359395,78.11334227106387,13715500,11100300,19207800,557467000,9517200,28305600,72082300
2022-03-09,178.55999755859375,151.6048126220703,120.86006927490234,22.974699020385742,135.30438232421875,44.21330642700195,72.62217712402344,182.8699951171875,152.38360009401168,122.49037869898984,23.180346610441433,136.85050741952833,44.460589918070674,75.93793673077572,177.41000366210938,150.28892186382896,119.9543433526627,22.209008625290192,134.43126871450875,43.79482164930002,71.57832439878912,179.8000030517578,152.1866631329753,120.37096953753569,22.348768938523044,135.3589493227625,44.384504085489986,73.70988510204319,10062100,7248200,17536200,492742000,7044100,22122900,65466700
2022-03-10,178.38999938964844,151.8733673095703,119.42904663085938,22.619308471679688,131.82106018066406,45.21829605102539,74.87653350830078,182.02000427246094,152.3119884650404,120.86914784352331,22.749085636286633,134.85874371070446,45.33560124272792,75.15723252072846,175.38999938964844,150.45900804245946,118.03423448821232,21.84463265164642,130.91157309662765,44.07064115063743,72.71865859543945,175.75999450683594,150.88868248465002,119.42904663085938,22.49252453891631,134.42219379611504,44.22281644618299,73.69233475875878,8364100,6171400,15604200,428066000,9221000,27512700,44644200
2022-03-11,176.22999572753906,151.59588623046875,116.73902130126953,22.06226348876953,130.25674438476562,45.0407600402832,74.4905776977539,184.86000061035156,153.4846810397087,121.43974136046774,23.105479173431345,132.93063869587309,45.668483588205376,75.63969504754662,175.9499969482422,151.30048074931491,116.31332898398264,22.00835484352696,130.08393961426017,44.98052194493799,73.6572542991255,183.58999633789062,151.39894924303286,119.99964036553467,22.982688105530706,132.23941961385125,45.11367850322653,73.74497149491906,9373600,5188000,20061800,367209000,7086100,19162200,35303400
2022-03-14,175.52000427246094,153.69056701660156,117.89834594726562,21.293575286865234,131.92108154296875,45.66848373413086,71.82392883300781,178.22999572753906,155.86580696579117,120.38909232443143,22.223982944755804,132.821464719032,45.92210922762977,73.2011094648036,172.57000732421875,152.4910516456302,117.04696133800758,21.122867770937503,130.37495654253127,45.01539944892564,70.61341554717474,175.8800048828125,152.78644347205105,117.2552882583367,21.831654410079558,131.3753838356759,45.024908817618304,72.85900773853788,8138900,7729500,15786900,385354000,7964600,22646400,37462600
2022-03-15,179.88999938964844,157.67404174804688,119.99054718017578,22.933767318725586,136.6686248779297,46.216957092285156,67.73624420166016,180.5,158.01420812686294,120.95968039621131,22.99865684779859,136.91417639307957,46.334258673124985,69.44675271487696,175.60000610351562,154.4604092147362,118.76782567224252,21.285587751365572,133.59455416334376,45.60508482101877,66.99063809826801,176.3000030517578,155.15863540138568,119.37466028497005,21.48125217835996,133.70368817007704,45.82066561443443,69.13973922434987,8051500,10554400,15096600,491996000,9868400,22872600,47957900
2022-03-16,188.99000549316406,156.22386169433594,125.35247039794922,24.45416831970215,136.2047576904297,46.08061981201172,67.48185729980469,189.60000610351562,158.39910138265748,125.43399623975455,24.55499567382149,138.05101504878837,46.584699726666564,68.96430242049742,182.3000030517578,154.4693360795582,121.75673714329153,23.132429916714216,134.64043906004662,45.55751753459607,66.88537109967909,183.38999938964844,157.0653171596322,122.15525878667148,23.459868905600338,136.99602075663284,46.09330017780402,68.2537778619235,12077500,9603300,20354900,671422000,6908900,24615900,37812300
2022-03-17,190.19000244140625,158.2648468017578,126.9375,24.723709106445312,136.63223266601562,46.1506462097168,69.28011322021484,190.24000549316406,158.30064731755903,126.97373678125003,24.799577634273213,136.8505145492328,46.24294264347072,69.42923314793293,185.27000427246094,155.9374171606165,123.1062826896298,23.86517707544355,135.05882398946196,45.39955625396388,67.60468571530647,186.36000061035156,156.84154067908796,123.95766738533044,24.078812339221553,136.41396466046922,45.97242351160382,68.57836214846799,8126600,7472100,17050500,471941000,6003800,19023000,34041900
