Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,JNJ,JPM,NVDA,PG,XOM,JNJ,JPM,NVDA,PG,XOM,JNJ,JPM,NVDA,PG,XOM,JNJ,JPM,NVDA,PG,XOM,JNJ,JPM,NVDA,PG,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13,150.1041717529297,152.37025451660156,26.525096893310547,143.18960571289062,61.27629852294922,151.5806678593435,153.80130300526946,28.426518370331,144.23894852701721,62.10049173208344,149.83734655344358,152.0623110472157,26.44823991906949,142.72826314262736,60.99867714973937,150.3176454845023,152.469884912024,28.325708200729384,144.11230465656377,61.701411421782765,6159400,13623400,540171000,6551000,21043200
2022-01-14,149.285888671875,143.0050506591797,26.891408920288086,144.56459045410156,62.35206985473633,150.0063439149345,145.84902921084412,27.14593115848473,145.1797276174111,62.594987661592675,148.67216351756957,142.1083771127228,26.160783087768532,142.5292338838565,61.25025557776298,149.9885646147987,145.60447936721417,26.25061424198298,142.99059020712494,61.29363659427896,5847700,40158400,395832000,10708000,23012900
2022-01-18,148.62770080566406,137.0091552734375,25.854358673095703,141.77838134765625,63.40184020996094,149.1791576902391,141.0939739434792,26.58797908364764,143.40666901470058,64.09589030118335,147.65818607467324,136.34796544232597,25.7216090020734,141.15420325836072,62.473543165951774,148.62770080566406,141.0939739434792,26.2106886411857,143.40666901470058,63.17627078628137,7815600,32324800,424270000,10988400,32841200
2022-01-19,148.1651611328125,134.88973999023438,25.01992416381836,146.54563903808594,63.42787170410156,150.06859102179135,137.87863796586007,26.49315210086837,148.52672118173314,64.07854744450555,147.9339081157903,134.5455735757829,25.004952942692583,141.99548851047575,62.94203593601834,148.71661794293314,137.28086942695833,26.03002468580649,142.57443369282151,63.98311447305835,5926500,22380000,488315000,14088300,26431600
2022-01-20,146.98219299316406,133.739501953125,24.104652404785156,147.33689880371094,63.56665802001953,149.30366720449823,136.41139083864852,25.530969979434104,149.45600524812184,64.52098741821432,146.6975613545102,133.46778139419612,24.03278709885486,145.62705874710954,62.690419745697,148.7966721876399,134.944119168827,25.256486736335646,145.62705874710954,62.8986340602969,6011300,14860800,435181000,10799100,26774600
2022-01-21,146.6442108154297,131.40274047851562,23.330106735229492,147.90077209472656,62.61233901977539,149.41931527877261,133.60364820466944,24.77638507788822,150.3836816066476,63.48858396599698,146.2884348039168,130.6691045697977,23.219315120156867,147.42784884474477,61.63199021947758,147.81829608299495,133.59459591923107,23.46285639704498,148.24638159697278,63.48858396599698,10550300,20705400,718958000,10900400,35995200
2022-01-24,144.9542236328125,131.28497314453125,23.328109741210938,146.7002716064453,63.15022659301758,146.0215650127676,131.76500679042,23.33609413936129,149.26501800507873,63.40182191239376,140.76489209081078,126.41217695151043,20.848775161443296,144.35379322950814,60.56487304347303,145.8703595613723,128.86668652648393,22.28806668333725,148.63746968735845,61.49316981957865,14054600,28471400,913982000,14838100,41507000
2022-01-25,149.09909057617188,132.7160186767578,22.282081604003906,145.0995635986328,65.00682067871094,149.79286320193174,133.00585760647542,22.899920692891655,146.70026975175082,65.27576443448655,143.71789433012532,127.51714689226499,21.958690573174344,143.59891545775628,61.93563151841592,144.4116669558852,130.10752359042263,22.503664876174312,145.92720017755892,62.97670967284896,14081200,18915900,664616000,9369600,39278400
2022-01-26,149.76617431640625,133.97500610351562,22.729238510131836,143.83534240722656,64.34749603271484,150.5133119474642,136.37518861532604,24.011825408045205,145.12682597019602,65.93514654465669,147.85384128045789,132.19979064646148,22.25812470136362,142.2255606452041,63.75754971992305,149.0190231133659,134.69958976406753,23.196360119400378,143.09866026567929,65.44063321033242,9963200,20709100,755959000,10707100,35252400
2022-01-27,151.73187255859375,131.61105346679688,21.902793884277344,144.72666931152344,65.17166137695312,152.90595771830064,136.20309129100605,23.949943118284583,146.74573154165714,65.9437957849288,150.31764472056977,130.5423033343082,21.634298006261155,144.22644869096416,64.19130604036722,150.66453105012252,135.3335881799327,23.523744891563638,144.36286618853936,65.4666310972973,9066700,17536800,573353000,9083000,29174700
2022-01-28,152.79922485351562,132.78848266601562,22.797117233276367,145.97264099121094,65.31048583984375,152.84370024700482,132.9243360310003,22.815083087337676,146.38190730256855,65.60546225656726,150.5844941207912,128.76705721909346,21.25601552420729,143.08047943846017,64.1566193791292,151.9720395369522,130.59662751581453,21.970670812548427,144.25371138137442,65.04154201028445,9783100,14117000,543774000,9494200,30595700
2022-01-31,153.2439727783203,134.59088134765625,24.44001579284668,145.92718505859375,65.90042114257812,153.53749412944694,134.76295766867196,24.462973315076173,146.1090796814195,66.29950136581822,151.93648831891844,131.0313711868785,23.008708803852677,144.49019394623113,64.43423006881568,152.54131032343162,131.90992646171335,23.13846382853098,144.92675769421712,65.04153124080085,8054800,13985700,564680000,8950100,36085500
2022-02-01,151.98985290527344,136.90048217773438,24.591737747192383,145.28143310546875,70.12548065185547,152.96824383405294,137.19032113741014,25.09778572349941,146.70023035825358,70.71542680011275,150.70013418008574,134.31917131699825,23.845141169237973,143.4533556717386,66.16936846159474,152.75478363169412,134.67240391142664,25.056862343622143,146.23638318722692,66.3255308719868,8154700,14584900,518925000,6284100,61033100
2022-02-02,153.67088317871094,135.80458068847656,25.194602966308594,147.88259887695312,69.94328308105469,153.8665640321566,136.71030683545024,25.768522130396807,148.10086688576163,70.10811637884356,150.89577906256497,134.11087721612677,24.506895639622556,145.03589998892733,68.66795800035078,150.89577906256497,136.31178511953635,25.74556650609357,145.64525464296932,69.45744085758759,7382800,12441100,543419000,7558800,30299300
2022-02-03,153.6619873046875,134.6814727783203,23.903030395507812,149.28321838378906,69.12777709960938,154.42691788509822,137.35336209798922,25.02991006972771,150.0471842496182,69.67434222938905,152.1321261438661,134.3101217481208,23.735346596985227,146.99130690862918,68.55517938544672,153.2172605386809,135.85891951147659,24.412072945866115,147.31872283365203,69.48347632466817,6240400,12474900,410178000,10474500,28529400
2022-02-04,152.65692138671875,138.1775360107422,24.273332595825195,146.90943908691406,70.62866973876953,153.85767556951404,139.02892053667412,24.588739177218162,149.60152680630964,71.60034105288946,151.313837802694,134.74484105691621,23.58762241066988,146.8003050839895,70.16018251845553,152.09656129155692,135.043732251357,23.926984090983428,148.3646238883718,70.16018251845553,6392200,16654400,354829000,8959900,32197500
2022-02-07,152.14993286132812,138.6394805908203,24.681568145751953,145.80894470214844,71.47889709472656,152.7547683755728,139.13761881712205,25.134714224947395,147.5733376095231,72.0775208824406,151.21600385332368,136.62876783572545,24.156554856715452,145.21776989771192,69.96065372972555,152.46124705465797,138.82062302041015,24.326235718859127,147.21863827792862,70.39443754829726,6065700,12572300,376868000,6430500,34949200
2022-02-08,152.55018615722656,141.2479705810547,25.060853958129883,145.48155212402344,69.6309585571289,153.03049871446964,143.53945631456727,25.18262461713402,146.672977918621,71.57430760109543,151.63405001032004,140.206391182288,23.93497176962916,145.1995994861252,69.33598221118878,152.11436256756312,140.38753362290623,24.313259823620026,146.536546536863,71.37476419481118,6296100,20411400,410359000,5048700,34356300
2022-02-09,152.5323944091797,141.8367156982422,26.654857635498047,145.1541290283203,69.29762268066406,153.19948457270206,142.58845621481652,26.674820539667994,146.09998939091955,70.20112226002178,152.31892067093824,141.13025043137,25.30539691614702,144.85399665656197,69.04323819938227,153.0482790976084,141.82764959207475,25.573890933293747,145.84533414415552,69.80639164322763,5387500,9131100,524282000,8077400,40106100
2022-02-10,150.6912078857422,141.2479705810547,25.775510787963867,142.94403076171875,68.6309585571289,152.2922268740491,144.0376083914792,26.87444331991791,145.06313655349416,69.89410720969401,150.5844778105161,140.58679445367102,25.55193235789275,142.47109376620526,68.23622794939783,152.28333722510797,141.89104213857416,25.946191140225416,144.690243655538,69.05201033878095,10355300,16455600,513200000,7033000,28527700
2022-02-11,149.17025756835938,139.4093475341797,23.904027938842773,142.14369201660156,70.3590316772461,151.34051278226252,143.27680151464654,26.102892162644004,144.22642465021826,70.45552259504416,149.01903852483215,138.54891057803744,23.728359741691555,141.49796413215358,68.62220854166647,150.42437673162752,140.94002672135727,25.86733526286818,143.70801049050542,68.96431027117133,13125300,16830000,605472000,9341400,42002100
2022-02-14,147.29348754882812,138.11415100097656,24.221431732177734,142.55300903320312,69.28008270263672,149.4014877506278,139.19195324052455,24.828289834461444,142.84403768061338,70.03445573773435,145.7013583724624,136.14872740611025,23.71039212787544,139.47893828096716,67.58711517825697,149.17023475398562,138.33151637755998,23.88905685535075,142.0073112375107,69.8063924284126,8967600,17026500,440424000,9472200,34652800
2022-02-15,148.81446838378906,140.13392639160156,26.445253372192383,142.62571716308594,68.41167449951172,149.51714427492956,141.23891320591656,26.49515872982968,144.89943401204982,68.58711556167967,147.65817607688797,139.34594920215534,24.737465533402332,141.97997547180702,67.0344939503564,147.76491972976046,139.94371785262393,24.90215473661931,143.48972679015895,67.45554580716725,6631400,9500000,699869000,6659200,25075100
2022-02-16,148.72552490234375,140.38751220703125,26.461217880249023,143.70803833007812,68.72745513916016,149.28587137536465,141.38381620887066,26.532085608817162,144.40834721779441,69.93797492885288,147.3913446595592,139.24630256697174,25.50401903586401,142.12553980474146,68.45552988432384,148.0851173000485,139.24630256697174,26.209692177134915,142.63485031301857,69.11341874658585,8482400,9076500,732676000,9315700,21733800
2022-02-17,147.8182830810547,137.15406799316406,24.460975646972656,145.35423278808594,68.62220001220703,148.93898963353044,139.23724035136843,25.736575431923907,145.86354333596665,69.40289429197769,146.68867330728403,136.46572127648565,24.119618869704926,143.10779857479872,68.3765825386368,148.7255294741924,138.57606430638256,25.581865837684663,144.0445691634375,68.84149630860085,6227600,11367500,810595000,7925500,23738800
2022-02-18,146.23385620117188,137.7971649169922,23.597604751586914,145.42697143554688,67.85904693603516,148.02418254366464,139.60861707250427,24.939080822959642,146.48197972744163,68.56956479944029,145.85788930834113,136.88238655376054,23.056622713383796,144.44473764948853,67.44676882533128,147.68401616767707,137.78811263151658,24.621677178101823,145.06318217238976,67.68361257472759,6423200,11733300,761255000,8063200,23394800
2022-02-22,144.24661254882812,137.5526123046875,23.346080780029297,143.6352996826172,67.06957244873047,146.5740425752583,138.7934664046346,24.01881501983619,146.31829789116009,69.99060045993382,143.62000097528397,136.2302599964942,22.956813679025263,142.4802609880554,66.06080823764445,146.4218664544767,136.4023501591332,22.991747808409354,145.61798889628236,69.88533583787911,6868900,11333500,633422000,8179500,35947800
2022-02-23,144.3181915283203,134.67239379882812,22.344959259033203,141.84361267089844,67.34150695800781,145.58932145118374,138.8477909836843,24.109640738571336,144.24465803353246,67.95554063257902,143.98698556266777,134.02027000880815,22.259122217935253,141.51619676337236,66.78010894790351,144.57778280913632,138.6847531260387,23.757302986970867,143.9718091309821,67.06958167909885,8016900,11799000,566511000,6273000,25385000
2022-02-24,141.5610809326172,130.92271423339844,23.70340347290039,138.0237579345703,66.49063110351562,143.3424602785222,131.32123593995007,23.755305869212535,141.86179462442854,69.32393513701396,139.39478804041374,126.60239674414953,20.85077063095115,136.93237618508732,64.9380097790615,143.02914775456927,129.4644946182167,20.97553589686879,141.5525723396482,69.2976206556488,12883400,25655100,735801000,13145100,46199900
2022-02-25,148.59707641601562,134.02032470703125,24.11163330078125,143.917236328125,68.28009033203125,149.4832928131239,135.97669687555273,24.1715200891125,144.55387448998027,68.41166944583921,142.95754608527352,131.2488043784359,23.33709153989481,138.4694038822161,66.89414285144373,143.2260977503765,131.5567480104383,23.676453180049695,138.54216451180972,67.27133274175095,11340400,18367700,528866000,8888800,28310300
2022-02-28,147.3170166015625,128.4319610595703,24.33921241760254,141.77993774414062,68.78885650634766,147.86305304905326,131.38462310855166,24.6186873458524,142.96227370197664,69.2362227979345,145.35660697854715,127.59869472342127,23.66248600347598,139.89730673947994,66.84150444079586,145.7952282113324,130.0169817014402,23.946950705548517,142.14372701839574,67.1134363827835,9373500,31315300,477319000,8669200,32204600
2022-03-01,146.8067626953125,123.5863037109375,23.432912826538086,139.4334716796875,69.4467544555664,147.4781350856874,127.23637820146175,24.331224277912092,141.3342964780086,70.74499156683993,145.3834565059032,120.98687464436021,23.08856137268932,138.55126804072077,68.70992205983259,145.94740002562588,126.83785657029006,24.24538533197261,140.34295882273176,69.09587901800121,8737800,36840400,412056000,8311900,40002300
2022-03-02,148.63287353515625,126.1495132446289,24.178640365600586,139.8699951171875,70.63972473144531,150.05619322995693,126.83786001334094,24.367318703881534,141.04324108088065,72.0607671978232,146.8425473541738,123.73122653922604,23.37501661218391,138.78771727930175,70.01692402801825,147.1737669858468,124.34711357118707,23.715433912186374,139.11513314385914,70.7011274291806,6793300,19405600,389642000,6111300,44321400
2022-03-03,150.8170928955078,125.25283813476562,23.673503875732422,140.38841247558594,71.08709716796875,151.58693379787428,127.68924320189471,24.284458264860728,141.75264296198603,71.72743868610203,148.88355075437676,124.1387990629064,23.428921428845516,139.85181848157606,69.85026268865971,149.22370348395273,126.65671615035363,24.22056647728967,139.85181848157606,70.05201825132734,7333700,16640800,365095000,7451200,30196600
2022-03-04,151.71224975585938,121.72956085205078,22.896835327148438,141.09780883789062,73.76249694824219,152.0524161303168,122.65340518086465,23.639564355425264,141.28880720893923,73.92916427033448,149.35797991426338,119.9181089713936,22.443610104973835,138.7422409017539,70.75375827184621,150.0651528063604,122.21866059918563,23.344070277005358,139.2606412614517,71.09585994911548,6302500,21016000,431415000,8639100,42802200
2022-03-07,154.15602111816406,117.02886962890625,21.315532684326172,139.00599670410156,76.42037200927734,154.97060904018076,120.18079243012696,22.993663402666858,140.53394215693623,76.51686291032526,149.81447524877078,116.7933720096626,21.29357089740512,137.45987150227995,73.59583478018372,150.65593062626994,119.7098110119225,22.778030796160177,140.5066586557848,74.4905606807107,11663400,27560100,450821000,8374500,55207900
2022-03-08,151.03192138671875,116.20465087890625,21.477256774902344,133.50357055664062,76.99932098388672,154.97063361685076,119.36562583689386,22.334788966212706,139.10601296516737,80.27122494544435,150.843931123146,115.27174727580395,20.614732056662337,133.31258608684325,74.93793696318916,154.00385581655905,117.41832042621543,21.27260696488277,138.40570419468446,78.11335001084076,11100300,19207800,557467000,9517200,72082300
2022-03-09,151.60484313964844,120.86006927490234,22.97469711303711,135.30438232421875,72.6221694946289,152.38363076835734,122.49037869898984,23.180344686020035,136.85050741952833,75.9379287530408,150.28895211652235,119.9543433526627,22.209006781508812,134.43126871450875,71.57831687905757,152.18669376767812,120.37096953753569,22.348767083138828,135.3589493227625,73.70987735837842,7248200,17536200,492742000,7044100,65466700
2022-03-10,151.8733673095703,119.42903900146484,22.619306564331055,131.82107543945312,74.87651062011719,152.3119884650404,120.8691401221319,22.749083717994683,134.85875932111696,75.15720954674107,150.45900804245946,118.03422694792151,21.844630809621485,130.91158825014014,72.71863636687289,150.88868248465002,119.42903900146484,22.492522642258592,134.42220935599522,73.69231223255987,6171400,15604200,428066000,9221000,44644200
2022-03-11,151.5958709716797,116.73902130126953,22.062259674072266,130.25672912597656,74.49057006835938,153.48466559080418,121.43974136046774,23.10547517835585,132.93062312385348,75.63968730045843,151.30046552025973,116.31332898398264,22.00835103815082,130.08392437571413,73.65724675508072,151.39893400406638,119.99964036553467,22.98268413168652,132.2394041228038,73.7449639418902,5188000,20061800,367209000,7086100,35303400
2022-03-14,153.6905517578125,117.89835357666016,21.2935733795166,131.9210968017578,71.82392883300781,155.86579149103878,120.38910011500623,22.223980954066924,132.82148008196484,73.2011094648036,152.49103650593204,117.04696891230762,21.122865878879807,130.37497162248619,70.61341554717474,152.78642830302567,117.25529584611793,21.831652454533078,131.3753990313463,72.85900773853788,7729500,15786900,385354000,7964600,37462600
2022-03-15,157.6740264892578,119.99057006835938,22.933767318725586,136.66859436035156,67.7362289428711,158.01419283515452,120.95970346925697,22.99865684779859,136.91414582067074,69.44673707076555,154.46039426694404,118.76784832719213,21.285587751365572,133.59452433219383,66.99062300743994,155.15862038602322,119.37468305567327,21.48125217835996,133.7036583145579,69.13972364939869,10554400,15096600,491996000,9868400,47957900
2022-03-16,156.22384643554688,125.35247802734375,24.454172134399414,136.2047882080078,67.48185729980469,158.39908591140713,125.43400387411103,24.554999504247192,138.05104598003265,68.96430242049742,154.46932099213817,121.75674455383702,23.13243352522856,134.64046922712876,66.88537109967909,157.065301818656,122.15526622147242,23.459872565193113,136.9960514514987,68.2537778619235,9603300,20354900,671422000,6908900,37812300
2022-03-17,158.2648162841797,126.9375,24.723705291748047,136.63223266601562,69.28008270263672,158.30061679307764,126.97373678125003,24.799573807869955,136.8505145492328,69.42920256466816,155.93738709182733,123.1062826896298,23.865173393211837,135.05882398946196,67.60465593574662,156.84151043596026,123.95766738533044,24.078808624027396,136.41396466046922,68.57833194000806,7472100,17050500,471941000,6003800,34041900
2022-03-18,156.5103302001953,126.8922348022461,26.407827377319336,136.55946350097656,69.00816345214844,158.44388598532035,127.57152939150805,26.52363042032635,137.21429523201914,69.63973791611787,155.45404418333092,125.40684451987131,24.581952050830978,134.82235392886213,68.50816811690473,158.44388598532035,126.97374683608942,24.756652455248965,137.21429523201914,69.3502651713998,13809500,23656500,730719000,15570300,41461500
2022-03-21,157.39651489257812,126.48463439941406,26.688343048095703,137.07786560058594,72.1046142578125,158.58708334408675,127.48999084423794,27.10563036248749,137.7145036500473,72.38531322879234,156.0448236544055,125.65136811131502,25.922652729236027,135.73182888491496,69.94673966358155,156.34917580195108,127.11865367582811,26.461731433617647,136.82321038080138,70.28007429263918,7574900,12676100,591727000,6937500,33089300
2022-03-22,156.65354919433594,129.17465209960938,26.47870635986328,138.1328887939453,71.78884887695312,157.87991832282927,130.36115108065087,27.191487795801383,139.697207530491,72.10463615174035,155.67782465182512,128.3595041368387,26.02747855447212,136.8959859296457,70.86780823581822,157.3965362381789,128.8576562564357,26.681358822656374,139.54258252949217,71.60464074872614,8442100,13548600,547007000,7292100,23132200
2022-03-23,156.06272888183594,126.60240173339844,25.590225219726562,137.16883850097656,72.92040252685547,157.13692185147207,128.2417638742679,26.56655381048961,139.16060341003043,73.92039310931776,155.83893811069905,126.0770789013584,25.53132595965773,137.05060074796737,72.85023279778534,156.85942348071907,127.68927036300892,26.08138369887488,138.42392114703276,73.10461061389937,5254200,12093200,502120000,5531900,27716300
2022-03-24,156.86839294433594,127.42656707763672,28.1019287109375,137.40528869628906,73.13969421386719,157.13693095797896,127.44468546360835,28.271638483214783,137.84183854217298,74.25372308407431,155.82105371381175,125.99551863201934,25.862758984102292,136.56856237598262,72.58706998757319,156.65354887431604,127.07333456272528,26.121317474462384,137.2324839570912,73.20987063090526,5012300,10017600,877379000,4203100,19871600
2022-03-25,158.37228393554688,128.5406494140625,27.64470672607422,138.9969024658203,74.7361831665039,159.0705101927404,129.68185935104432,28.30956968933886,139.9882399836551,74.99056770074833,156.85050910984583,127.52624058118975,27.224426186843033,137.79637294216417,72.62217012210273,157.27123693906597,127.78889507531437,27.83837565440713,137.90552082101416,72.73620179922227,4809500,8383500,579016000,5047700,22398300
2022-03-28,159.18687438964844,127.58963012695312,28.170808792114258,139.951904296875,72.63970947265625,159.50017331594518,127.68020826424477,28.20175598887805,139.97008405018684,73.07830210406684,157.86203667075327,124.89962252873552,27.159538258056838,138.81504521954187,71.94673231194042,158.1305747049772,126.80165284959277,27.7086001365783,139.7336223580643,72.95549670266327,5604200,10818100,425494000,4234000,21552400
2022-03-29,159.10629272460938,127.8703842163086,28.607065200805664,141.3888397216797,72.2537612915039,160.59225307487108,130.06225319822352,28.896568986937016,142.30741649563828,72.35901925270716,158.2648372335439,127.01901342416176,27.9322189903462,140.07917636394194,69.96430694182749,159.89402695656244,129.83582170854714,28.6459981600016,141.3069753535695,70.88534756432226,5933400,11316500,488984000,5643400,27036300
2022-03-30,160.76231384277344,127.29073333740234,27.64271354675293,140.41574096679688,73.4905776977539,161.00401166822797,128.72178215878603,28.447336874317333,140.45211435191402,73.69233324585316,159.05254929892234,126.72013532211975,27.456032617686752,138.18749990057609,72.55198976680632,159.7328818951495,128.52252132161343,28.255665321691023,138.69681055826373,72.85900325965979,6277600,8771000,463487000,5779300,22079000
2022-03-31,158.6497344970703,123.46856689453125,27.239398956298828,138.96961975097656,72.44670867919922,161.31733006879352,127.1186413306562,28.19975589980672,140.370223658821,74.03441814010722,158.42594374730783,123.41421172904234,27.223427439555707,138.60581661553795,72.41162716717524,160.76231972119228,126.64765997171976,27.73455215306783,140.15195565522845,72.6923261101019,11490400,17353900,523440000,7538600,27861500
2022-04-01,159.5091094970703,122.55377197265625,26.6663818359375,141.0523223876953,72.91165161132812,159.7239398918661,124.4558019319724,27.449043337221056,141.38884198322958,73.80637775938567,157.19064042586945,121.1861308093298,26.222142099994546,138.296578144072,71.92042784313458,158.48862414447697,124.4467358277965,27.32824968844568,139.6244351468146,71.92042784313458,6525600,15721300,517235000,5742600,18671100
2022-04-04,157.96945190429688,123.09720611572266,27.313276290893555,140.13372802734375,72.94672393798828,159.5091337098712,124.03010265473878,27.510938108680513,140.37929334947265,73.38531653494378,157.11904959123243,120.36191012292939,26.567552246701457,137.56896858607317,71.9730478373557,159.5091337098712,121.47594907160573,26.682355625790255,139.88816270521488,73.29759266163914,6860600,17416400,397120000,5992000,20869400
2022-04-05,158.9899139404297,121.66468811035156,25.88671875,140.6248779296875,72.56954956054688,160.8160405993269,123.54431138437121,27.272349022773437,143.125967222916,74.6221601410325,157.80829212771042,121.36358138353441,25.77590823793709,139.64263028739003,72.42042295946389,157.96942858358327,122.33077901636655,27.20745948671268,139.70630103977223,73.24497935968975,7446100,12110300,436615000,7653000,21753100
2022-04-06,163.1255645751953,119.97669219970703,24.365320205688477,142.6348419189453,73.37653350830078,163.45678420365923,120.95299536593406,25.256794895732096,143.05319814997955,74.29757382972583,159.89402530346715,119.49310030866229,23.96201077926556,140.00642515381378,72.75373290265401,160.58330470101652,120.05880842511677,24.891420684040277,140.44297500983595,73.1747779946223,10330900,12914700,703833000,8884700,24768200
2022-04-07,162.70484924316406,119.6116943359375,24.166656494140625,144.4811248779297,74.60459899902344,163.77009557722863,120.36902081459945,24.679778597123818,144.96315194278262,74.94670066898904,161.3352507162541,117.45833649381508,23.437903683306743,142.76219477100628,72.55198228683832,162.62428783784128,119.4839533589778,24.399258366527572,143.58072763042804,73.53443205507298,7385200,12994200,557992000,6889700,26122000
2022-04-08,163.02713012695312,121.80157470703125,23.07952117919922,145.60887145996094,76.17475891113281,163.98496138084678,122.17566438476815,23.882149111451874,145.9999442011829,76.49931984164779,161.5143020173723,119.97669539480037,23.022619305237257,144.5356696041441,74.70986124570148,162.31995715467778,120.14092784999352,23.87615883921642,145.24506834033232,74.70986124570148,7144500,13126900,524781000,6045400,24866500
2022-04-11,160.98614501953125,121.3544692993164,21.87957191467285,145.0540771484375,73.55199432373047,164.88905707934103,123.08809900593145,22.281883585267934,146.6183957964419,75.3765415587349,160.77131459548156,120.96212694614327,21.623010826871734,144.27191782443532,73.24498077274258,163.8148639817736,121.3544692993164,22.176065607996858,145.47243336960764,75.2449624104848,5932000,10466400,575207000,6158400,21800100
2022-04-12,161.0398406982422,120.02230834960938,21.467275619506836,144.61752319335938,75.0870590209961,161.8544424200479,122.79613274969414,22.68619109093754,146.09090157342843,76.15722613895834,159.51806611780532,119.25586236645088,21.245654624701253,144.3355844431641,74.89407718760715,160.41322924266294,120.56977772199372,22.49851242767884,144.8903720694959,75.18354993769057,5957500,12989900,662258000,7221500,22444200
2022-04-13,161.7201690673828,116.15355682373047,22.165081024169922,145.02679443359375,76.1484375,161.88129186915512,117.93281115133374,22.461574693624115,145.89080425627287,76.41159571079444,160.44903910334986,114.9765089757155,21.4183592594677,144.3446792244782,74.72740190040568,161.03983636895325,115.82507803073275,21.690893748355325,144.6811849534543,75.97300315439792,5643100,30838000,516943000,5247700,19306800
2022-04-14,161.0398406982422,115.0768814086914,21.221696853637695,144.21734619140625,77.04318237304688,162.3825853855286,117.06599995552259,22.73810384262481,145.79075466226558,77.59580667314609,160.88766460610904,114.07319230968737,21.12685977186601,144.10819832523137,75.63968730680035,161.12936247437008,115.42360594020823,22.466567076302507,145.49971218935784,76.02564426727291,6188200,18835200,569097000,7806500,24566400
