Date,AAPL,AMZN,GOOGL,META,MSFT,TSLA,BA,JNJ,JPM,NVDA,PG,WMT,XOM
2022-01-04,-0.012691555160379675,-0.016915587005979504,-0.004082939266980445,-0.00593742834669897,-0.017147024879533124,-0.041832696836128,0.027759089076869747,-0.0026815936110586858,0.03790966596177481,-0.027588775204322902,0.003498985386395592,-0.018320131523433147,0.037614108280069614
2022-01-05,-0.026599921663453485,-0.018893091563845,-0.0458762597564325,-0.03672760119892149,-0.0383880075689883,-0.05347121367683638,-0.002621343190536085,0.006663548747831927,-0.01828189619776066,-0.05756219891242953,0.004526908125155771,0.013521253124749277,0.012437659643998122
2022-01-06,-0.016693326160801325,-0.006710981961323137,-0.00019961252866362855,0.025572870238576684,-0.007901950221053222,-0.02152337383085412,-0.008119448664098528,-0.0034258678925095376,0.010623766728086625,0.020793933184084956,-0.008403874953479828,-0.0027796366097713188,0.023520443001861402
2022-01-07,0.0009881720962843232,-0.004287778294336242,-0.005303168795604218,-0.0020152758277177663,0.0005099578438199082,-0.035446567451716815,0.019683939311981202,0.013517484689926196,0.009908010063024664,-0.033039992485916936,-0.0005526652710012847,0.009545704194172444,0.008196756656148052
2022-01-10,0.0001164548115064612,-0.006570176170610398,0.012060725919840865,-0.011211994060052133,0.0007321572083136552,0.03034195341380186,-0.02872390924086432,-0.00494400261939143,0.0009573458531071388,0.005615477531953017,-0.013641433988751506,-0.0019322300236506162,-0.005952552320865334
2022-01-11,0.016783644736023007,0.024002125643924677,0.0076906841044828145,0.019203167704182844,0.002259094788445992,0.005935024657598653,0.03205774588950927,-0.010630420603175761,0.0010162385720986489,0.015218868171652522,-0.011587622257658636,-0.002835268999006546,0.042062193178574514
2022-01-12,0.002570230880320823,-0.0009373300985386912,0.01212643243414413,-0.0033194349347775987,0.010445215115576945,0.039289748931841784,0.0066197233936613475,-0.0085253284489899,0.005671800805808536,0.006542676849262907,0.0022061440756351303,-0.005270529451940176,-0.0029430042208778984
2022-01-13,-0.01902792847364132,-0.024169655027437842,-0.02010505254691375,-0.020344580943942092,-0.04232280060501492,-0.06749107331435766,0.029661977644347637,-0.006066420949051743,-0.0012467239116145112,-0.050858816078899416,-0.004528175390152822,0.014152393980985778,-0.007169204905063342
2022-01-14,0.005110567618076933,0.005731487003565627,0.0064470675620618145,0.016601285674650024,0.017716841792433602,0.017497758575059086,0.00920059345037405,-0.005451434082853424,-0.061463252744739294,0.013809943645518352,0.00960276400354676,-0.0028185899556260052,0.01755658022980211
2022-01-18,-0.018893860712720145,-0.019862738846190164,-0.024967452889992803,-0.04142810145263276,-0.024339088284176524,-0.01819724123253097,-0.0042043378421132704,-0.004409010547343439,-0.04192826640850711,-0.038564299212353936,-0.019272798432624527,-0.017509871092052487,0.016835805788639302
2022-01-19,-0.02102515438273378,-0.016477101806013472,-0.006481907743301707,0.004526184785351939,0.002246828491119235,-0.0338278969185718,-0.03524284640405295,-0.003111966420494272,-0.015468816683134712,-0.0322743468875365,0.03362460754824692,0.00996347353942273,0.0004103389038343508
2022-01-20,-0.01034702965601808,-0.02963230963415675,-0.013388385414753734,-0.009480828603551705,-0.005703363144863416,0.0006227038828787723,-0.013313061384151004,-0.007984220228043792,-0.008527695894305687,-0.03658201531250116,0.005399409038762348,-0.018896764468057214,0.0021886991626025587
2022-01-21,-0.012764911328398298,-0.05950180896147472,-0.022174131171471934,-0.04229862522702399,-0.01846816147774577,-0.05256606712507206,-0.040851579906927005,-0.0022996846653949854,-0.017472373145569153,-0.03213238909561478,0.003826998499358414,-0.00729364224821949,-0.015013004377200101
2022-01-24,-0.004864358909131283,0.01332698348311534,0.0034712756098069786,0.018273530099589763,0.0011484301485127357,-0.014726129872195681,-0.006035852211974779,-0.01152419865286547,-0.0008961158250315737,-8.559728757151497e-05,-0.00811693352906584,7.158232383508434e-05,0.00859088178237255
2022-01-25,-0.011384670639496552,-0.031533745543573244,-0.029578669647291167,-0.027728042718848656,-0.026588241428979642,-0.012473124842489969,-0.0004896711372230911,0.028594526996585268,0.010900298271956599,-0.04484005713842332,-0.010911316417358763,-0.021754920181552007,0.029399638949152873
2022-01-26,-0.0005633669335201041,-0.007954330670553511,0.01810379892250258,-0.01839078978166464,0.02849293113052176,0.02069905258271132,-0.04816267289119547,0.004473993384748853,0.009485980051227472,0.020068178787159274,-0.008712679998536199,-0.01020768762142188,-0.010142742713959985
2022-01-27,-0.00294300279549653,0.005508645722495764,-0.0017643911833939985,3.387080217009952e-05,0.01054923276471098,-0.11554175561970448,-0.023266609219412593,0.013125215421132097,-0.017644391051485964,-0.036360334647263404,0.006196962082951618,0.0006630075974642935,0.01280828080780605
2022-01-28,0.06977726959267527,0.031084056738273746,0.03368868128003388,0.02399524365829797,0.028081696453694738,0.020805692766870276,0.004321514225131828,0.00703405966792503,0.008946277927988966,0.04083103457494586,0.00860924122027562,0.012367528412930984,0.002129901266421541
2022-01-31,0.026125934053933264,0.03886361030218932,0.01464174828110787,0.0382818438571122,0.008823344640643827,0.10677611383930952,0.05074249775566031,0.002910669305146163,0.01357345485345629,0.07206667597593097,-0.00031160935622509545,0.016652078077708188,0.00903301654810873
2022-02-01,-0.0009725436254137687,0.010830762802234384,0.01729833952382953,0.018323446230355867,-0.007138543836450295,-0.0058395266373975074,0.040451411418898964,-0.008183813693026787,0.017159929614358527,0.0062076183058483725,-0.004425060992416574,0.00786783002581637,0.06411255311020292
2022-02-02,0.007044176799273272,-0.0038427158906232384,0.07523757518823859,0.012539191893076396,0.01522227610098148,-0.02747919159891432,-0.003935836036493945,0.011060451439416807,-0.008005096797125355,0.02451495181317953,0.017904111524167377,-0.00042584768196085587,-0.0025978391957338642
2022-02-03,-0.016719743600534187,-0.0781276325178123,-0.03317571362280691,-0.26390089337456324,-0.03895250856594168,-0.016032495024879134,-0.005445281705607985,-5.778983089621548e-05,-0.008270142946901204,-0.05126378704825041,0.009471159297922194,0.0009940394367804473,-0.011659531216815955
2022-02-04,-0.0016795277283360166,0.13535901735711864,0.0014186145594607957,-0.002818090823214825,0.015568571505748086,0.03611110968421327,0.00029069993105856895,-0.0065409555971692734,0.025958470661530786,0.015492011217299151,-0.01590107921316708,-0.011774019324579332,0.021711637169552933
2022-02-07,-0.004234584309817269,0.0018777353189827206,-0.02855661980819435,-0.05137278521173283,-0.016310313164074608,-0.01730718642133755,0.02649552580073178,-0.0033209975806944847,0.0033429019927437853,0.01681787811446589,-0.007490659655622234,-0.009832679416151735,0.012037885203684873
2022-02-08,0.01846675367993611,0.022021627828944013,0.0014221556060083351,-0.021030768988175907,0.011995055884352901,0.0161571905234128,0.006370357281899386,0.002630549941386784,0.01881502468061136,0.015367249172291597,-0.002245666425764292,0.00021717153524836164,-0.025852716653431362
2022-02-09,0.008293834222990348,-0.0013877341505965646,0.015731821901615595,0.05368346883355457,0.021834753942580276,0.010845920427172029,0.012144212903853813,-0.00011662881898122368,0.004167950403745291,0.06360533135328938,-0.0022506159091840727,-0.0021736853794459554,-0.004786850492770167
2022-02-10,-0.023598788815342053,-0.013561706274733853,-0.02098990528343081,-0.01693955925129953,-0.028373047282365116,-0.029452771017468238,0.013388304370781423,-0.012070690109992954,-0.004150650697494762,-0.032990049245714914,-0.015225767414313807,-0.011693105912330082,-0.009620519959251284
2022-02-11,-0.0202184595953524,-0.03591110674363196,-0.03129055197458053,-0.03735703930046408,-0.02427375710388402,-0.04925102969626416,-0.029485700334821452,-0.010093360470650237,-0.013017093976467997,-0.07260687046343017,-0.00559907198787013,-0.005511547218420287,0.02517909315200617
2022-02-14,0.0014231408890104102,0.012221683270054351,0.009260237089987022,-0.008426343219205878,-0.0001356570999013762,0.01832566437213501,-0.010645359082138262,-0.012581192286718723,-0.00929038144524319,0.013278174769217888,0.0028794929413027415,-0.010196927807067158,-0.015334469950929797
2022-02-15,0.023152391712387477,0.008658352201907249,0.007987537002640988,0.01515849372200817,0.018542319050412592,0.053290764282768466,0.0366120866845121,0.010326190945078695,0.014623953662236122,0.09181198906434096,0.0005103639307999508,0.003135192722458102,-0.012535400696181087
2022-02-16,-0.001388780583473359,0.010159039538768955,0.008268167734171605,-0.020181084490928147,-0.0011672544401593044,0.0010407532409399955,0.005511399310106357,-0.000597577738937316,0.0018094868812201792,0.0006038978784381754,0.007588432844722881,-0.0062513253060382246,0.004616000730691239
2022-02-17,-0.021269245824369953,-0.021808901106176726,-0.03774570924195364,-0.040777594444101006,-0.029281985861187243,-0.05094269900666093,-0.02443699366787766,-0.006100209728694628,-0.02303227553212961,-0.0755912436118299,0.01145513015378663,0.04006588196790206,-0.0015312640288163148
2022-02-18,-0.009355704056162262,-0.013261957754408193,-0.016115893940319537,-0.007462369946810821,-0.009631070071742909,-0.022103035296720752,-0.02130350694236316,-0.010718643353958002,0.004688642080518113,-0.035296149587511594,0.0005003182889324886,-0.006408653575404766,-0.011121191401364139
2022-02-22,-0.017812284848128024,-0.015753494788264932,-0.004520738135094793,-0.019790482972263934,-0.0007293465232240948,-0.04136624223452856,-0.04922735179746818,-0.013589905404909008,-0.0017746183728921672,-0.010659038868678583,-0.012320183759811143,-0.011160018838374142,-0.011633809553201924
2022-02-23,-0.02586399781612647,-0.03575624663287669,-0.01714373060019303,-0.017963251608448694,-0.0258934151515281,-0.06997917599526948,-0.011673579853546778,0.0004964380858243356,-0.020939031673782527,-0.04288154281495826,-0.012473864057190642,-0.010259965148446293,0.004054399157314759
2022-02-24,0.016679886079763673,0.04509522427819257,0.0399959346516936,0.04610746473774863,0.051093907661761584,0.04807345500262783,0.01023314594019653,-0.01910438709427764,-0.027843197683179777,0.060794122505003045,-0.02692993936441823,-0.0038505853837773607,-0.012635121593431275
2022-02-25,0.012965532485727627,0.01605793012842116,0.013328013259119365,0.013872813133346762,0.009233172708879245,0.011364031324829549,0.015370675625338892,0.04970300237772718,0.023659845534151014,0.01722265540446477,0.04269901415340738,0.013751494786025331,0.026912832060173475
2022-02-28,0.0016378304188138237,-0.0014662630028149382,0.004443770026388405,0.0026130781409856585,0.004977804728829804,0.07477746853358713,0.019158232540224418,-0.008614504615155227,-0.041697777358793875,0.009438242137388864,-0.014850780766262117,-0.008945518281312848,0.007451051772205952
2022-03-01,-0.011627833565937107,-0.015765550251120253,-0.007371166131314055,-0.035729454506935654,-0.012851746522235308,-0.006962143345558558,-0.05079377063306545,-0.0034635421764642738,-0.03772919915085282,-0.03723603836637879,-0.016550162935896173,0.006140807243871782,0.009564130180773844
2022-03-02,0.020588103784636047,0.0060241839623909055,0.00380417691611612,0.02270379991629823,0.017765541380543093,0.01795529711451649,0.01487863035245618,0.012438978049143401,0.020740299919036476,0.03182369011645836,0.0031305838795558927,0.0012502359123496287,0.01717808880743643
2022-03-03,-0.0019810337526787736,-0.027319556126581324,-0.004993454632140737,-0.024698612348649562,-0.014223957607028326,-0.04614210448825773,-0.045295948464000646,0.01469519202981684,-0.0071081547373998966,-0.020891615073447722,0.0037065324361407193,0.02298754586096119,0.006333264570591135
2022-03-04,-0.018408227027624013,-0.0152637929917393,-0.014884346519713043,-0.014336997812688601,-0.020478909822299385,-0.0011915196265851469,-0.04241466511382774,0.005935178938618391,-0.02812913820555829,-0.03280766145909497,0.005053097686591901,0.025342679466805906,0.037635407413274535
2022-03-07,-0.02371781057561928,-0.05622045424233624,-0.041908423709525855,-0.06293105082335315,-0.037776439989784194,-0.04021280504200253,-0.0645321743268592,0.01610834417639384,-0.03861597433837194,-0.06906173375311908,-0.014825263064094596,-0.008051986040853998,0.036033084965781725
2022-03-08,-0.011676034008412217,-0.010465446730283379,0.0057446202463549145,0.015042144390860601,-0.010971591204039122,0.02463394210323222,0.027368947998619886,-0.02026582808477284,-0.007042866421599681,0.007587055984435986,-0.03958387235333172,-0.0206819801152055,0.007575545049189891
2022-03-09,0.03499760447417821,0.024001199930983708,0.04968739959641533,0.043144927542078326,0.04585801399045675,0.04193357517885765,0.027387769984206445,0.0037930783997501827,0.040062169850695106,0.06972204041288554,0.013488634280350853,0.005189753393915808,-0.056846431997609304
2022-03-10,-0.027186288551513393,0.05412515560997311,-0.007423952250130372,-0.016574276257944054,-0.010086382075015776,-0.024063755330148706,-0.0009520506903542003,0.0017714126804764252,-0.011840326193989115,-0.015468779303298597,-0.025744340898049334,0.02273047879110135,0.031042258350742813
2022-03-11,-0.023909045277327512,-0.008806846762653975,-0.019323506720266392,-0.03893251224940819,-0.019328445143422024,-0.0512345859010529,-0.012108322604964972,-0.0018270555530381927,-0.022524045912418633,-0.024626967867191873,-0.011866964153940951,-0.003926198602040465,-0.005154563018119562
2022-03-14,-0.02656232685476445,-0.025229488143872714,-0.03018002596034597,-0.00522362049961711,-0.01296117233703209,-0.036436802368687404,-0.004028777576411069,0.013817530529478317,0.009930909417205314,-0.034841765093395316,0.012777358792930071,0.013936791770081891,-0.035798472064024534
2022-03-15,0.029677604495290222,0.038867730338306705,0.025779956252809155,0.02893432855834277,0.038742956310022336,0.046348355546253384,0.024897419159151335,0.025918797807643168,0.017745806492026395,0.07702755454468413,0.0359877532797106,0.01200988763601929,-0.056912573535925715
2022-03-16,0.029015451411827264,0.038933563723705156,0.03159878046721176,0.06040716124342538,0.025213043542598124,0.047812040425278646,0.050586503609934885,-0.009197329107781926,0.044686213570824584,0.06629530071734657,-0.0033941015204793645,-0.002949940646269633,-0.0037555507373293606
2022-03-17,0.006453903696268082,0.027007748989816838,0.0041903942896930335,0.020674896826445854,0.0028191550724530057,0.037335010469022656,0.0063495259715495855,0.013064490182781663,0.012644582089358813,0.011022283940280264,0.0031384731549357614,0.0015196496486105104,0.02664799091733605
2022-03-18,0.02091890477084446,0.025512151358369817,0.01708377189755117,0.04161839044866977,0.01764790860944454,0.03876779427650434,0.013880852598767701,-0.011086145499754396,-0.0003567746799606475,0.06811738679362311,-0.0005324798170270872,0.002965255331099037,-0.0039253655259191556
2022-03-21,0.008537652346758406,0.0014945523217748669,-0.00017618488284043554,-0.023095732489135545,-0.004227215477251356,0.017417963888751054,-0.0359384321358972,0.005662344342564518,-0.003212118122060459,0.010622662339327293,0.003796275169667629,-0.00831968777950931,0.04487078992924065
2022-03-22,0.020800669703778585,0.02103830044237709,0.027674254525340114,0.02439832836888778,0.016379256378814544,0.07905243778179138,0.027649271427682365,-0.0047201501327466255,0.021267547931694164,-0.007855204608165578,0.007696411780794055,-0.0029812920062248782,-0.004379373130335984
2022-03-23,0.008233619234026435,-0.008981816492546923,-0.011385604443780006,-0.01472414253968879,-0.015029732251871986,0.005161136057840299,-0.026172530233034452,-0.003771605936970013,-0.019913026725015825,-0.033554485204573936,-0.0069791502580783815,-0.012865040437890163,0.015762568644669628
2022-03-24,0.022677777850906633,0.0014779010051912955,0.023839907572830166,0.028623585654482087,0.015392963168793683,0.014823128420135223,0.01617936935202713,0.005162436857921948,0.006510354599278401,0.09815082710307554,0.001723789248298413,0.006199368055919141,0.0030071695181697056
2022-03-25,0.003734281613351209,0.006868294014676479,0.0007133315513609961,0.010247262976280647,-0.001381439771368509,-0.003234937980317265,-0.0005289928690889178,0.009586764415213,0.008742514396427703,-0.016269926864638018,0.01158312820641516,0.004340631665799233,0.021827626093887442
2022-03-28,0.005036657110859766,0.025592678900108856,-0.0015350693118226788,0.007979442594877373,0.023116686110482343,0.0803450783611821,-0.004180964799640807,0.005143613333930652,-0.007398470021328207,0.019030772422587328,0.0068704510774701966,0.017776293073123117,-0.028051355379269505
2022-03-29,0.019134361761012242,0.00192027764251268,0.007422889309321112,0.02804239252949947,0.01515922494483779,0.007079858095940583,0.029974485968742748,-0.0005062079731638081,0.002200744966881052,0.015486048148709797,0.010267900218984494,0.008424879736054658,-0.005313499070951688
2022-03-30,-0.006649549616753014,-0.01780118433038691,-0.003978968157149931,-0.008744434873864226,-0.004914583797151373,-0.00507475414515135,0.005727557238763836,0.01040836505328846,-0.0045337081252813105,-0.03371026393587562,-0.006882967854409783,0.01793088827955347,0.01711810102230693
2022-03-31,-0.01777567876904107,-0.019864567358571672,-0.020226851878411778,-0.024094784624747567,-0.01768276796571755,-0.014981813142339484,-0.017495272679902252,-0.0131410098218252,-0.030026768965166317,-0.01459006170122934,-0.010298640022263994,-0.006338664606456712,-0.0142040136997863
2022-04-01,-0.001718170341949099,0.003450973226124532,0.0077875490250234325,0.011198000455697299,0.0036003582901140696,0.006486599368272561,-0.003864258449942981,0.005416902706191218,-0.007408884927596726,-0.021036472050288024,0.01498696899877805,0.014034244438570598,0.006417194745684807
2022-04-04,0.023693486841747102,0.029264484561530857,0.020128285618410624,0.04020468015942669,0.017936905896956734,0.05611341298759176,0.002201709902703408,-0.009652759515844878,0.004434249546110269,0.0242588011728031,-0.006512219918507145,0.0001986714491744035,0.00048133900978530875
2022-04-05,-0.01894195628013351,-0.025492089193307588,-0.016649975998320965,-0.008764957447013777,-0.012985593203486356,-0.047308971544201106,-0.04461763315245393,0.006459966665652406,-0.011637597979646253,-0.05222952505034384,0.00350464682021312,0.002847190738210159,-0.00517085902987402
